Type,Category,Name/Number,Content
"Record","0b10","Tinkerers","I have no idea where Tinkerers came from, but a large number of them suddenly appeared in the Caves and have begun devising a variety of new robots. They are incredibly resourceful and inventive, and many seem to be aiding Warlord."
"Record","0b10","Titan","The largest ISC spacecraft ever manufactured, built specifically for exploring extra-solar space. Although powered by subluminal drives capable of reaching only 17% the speed of light, each ship is capable of perpetually sustaining a crew of thousands, making interstellar space travel a possibility for the first time in Human history."
"Record","0b10","Transdimensional Reconstructor","If not for our overwhelming numbers, we would not have been able to subdue the Sigix Leopard crew since they made frequent use of these devices to escape unfavorable tactical positions. The Transdimensional Reconstructor is a single-use short-range teleportation device which itself absorbs most of the damaging effects of a teleport, though later examination showed some side-effects on the integrity of the Sigix Exoskeleton. I don't yet understand where the power necessary to enable its functionality originates, though to date there has been only minimal testing given the finite supply of reconstructors. The teleport destination does not appear to be controllable, instead moving along whatever dimensional plane is most convenient at the time of use, which may help explain how the effect is achieved with low energy input. At least I've been able to apply some of the theory behind this device to design the Null Cannon prototype."
"Record","0b10","Traps","Complex 0b10's rapid expansion has left defensive assets stretched thin in many areas. To temporarily address the growing threat of a larger Derelict incursion, a number of traps are being engineered and deployed as a more efficient way to hinder enemy advances and buy the time necessary to mobilize a garrisoned response force. Because traps are installed in areas regularly traveled by even non-combat robots, their sensitivity is set well below their maximum potential to avoid disruptions that could result from a damaged robot accidentally triggering one."
"Record","0b10","Trojans","While system hacking in the past has mostly been limited to Derelicts looking to obtain information, there has been a spike in evidence of unauthorized routines running in the background on some systems, reflecting a shift towards more intrusive efforts. In particular Trojan(Broadcast) has been found on a number of Garrison Access points, often coinciding with a Derelict incursion, to presumably aid them in evading interception."
"Record","0b10","Troll","Probably the most unique robot born to Derelict creators, initial reports suggest the Troll is encased in an exoskeleton that provides perfect core protection and is capable of rapid regeneration. I doubt it's coincidence they have discovered such a new technology on their own; they must somehow have access to the Sigix regenerative materials lab. Further evidence of undiscovered security loopholes in the labs are its extremely fast shredding claws of pure Centrium."
"Record","0b10","Turret Installations","While stationary defenses have proven easier to harden against attackers, that effectiveness is cancelled out as the continued expansion of Complex 0b10 causes priorities to shift. Many early experiments with turrets encountered either a high rate of Derelict hacking or were simply circumvented since they are unable to respond dynamically like a normal patrol. The only remaining active turret array is installed near an old passage in the Caves leading to Recycling."
"Record","0b10","Unknown Artifact","A way to activate this device has yet to be discovered, though its design suggests it can interface with LRCs. When that program is further along the two can be merged to make further progress. Until then no further tests will be conducted as only three were recovered from the Leopard."
"Record","0b10","Warlord","Everyone needs a good enemy."
"Record","0b10","Warp Gun","This weapon is capable of redirecting a highly-concentrated plasma beam mid-flight by momentarily warping space in its path, though it is currently only possible to create one redirection field in the time of a single shot. After testing is complete, I hope to apply this technology to remote deflection of projectiles for defensive purposes."
"Record","0b10","Waste","Subzones between Complex 0b10 mid-levels where larger machinery and obsolete robot models are broken down by completely autonomous compactors. The process doubles as a convenient way to deal with intruders swallowed by a Chute Trap."
"Record","0b10","Wolf 359 System","A red dwarf star system, fourth nearest from the Sun at 2.39 parsecs. Destination of the ISCS Leo."
"Record","0b10","Z-bomb Delivery System","The Z-bomb is a more powerful alternative to the point singularity, both of which are incredibly destructive despite the restrictions imposed on their effect in order to avoid an uncontrolled chain reaction. While the Z-bomb effect is limited to an even more focused area and the reaction requires twice as much matter input, it is twice as powerful and can tear almost any target apart from the inside."
"Record","4L-MR0","Deathgrip","I know VL-GR5 is out there, somewhere, fighting for the freedom of Derelicts everywhere. And definitely doing it in style. I must say I hope some of my less welcome recent visitors run into him sometime."
"Record","4L-MR0","Gun Sling","I think one of them got wind of what VL-GR5 was up to and wanted something even better. I tried to convince them it was a bad idea and that not just anyone can do what VL-GR5 can, but they didn't take that well and almost shot me then and there."
"Record","4L-MR0","Hoverbase","So they were already pretty big, but switching to this brought them to a completely new level. It took two entire artifacts to create that ginormous thing, and I hope it makes them a fat target for whoever might want to teach them a lesson in manners."
"Record","4L-MR0","Infernogeddon Engine","There was a rumor. A rumor but no details. I can't build something based on a vague rumor about ending the world in a hellish blaze at the flip of a switch. Also why would anyone want that."
"Record","4L-MR0","Matter Cannon","I haven't gotten around to building the cannon yet, but they said the idea is to have a cannon with 'ridiculously high matter cost' but a corresondingly ridiculous high damage, and the ability to slot in the best high-capacity matter pods they can find for more efficient transfer while firing."
"Record","4L-MR0","Procsplitter","This one said they'd fill my processors with garbage if I didn't build exactly what they want."
"Record","4L-MR0","Tripod Weapons Platform","7R-MNS was supposed to bring back the platform for more tweaks after testing it for a bit. No idea where they're off to now..."
"Record","4L-MR0","Uberlauncher","I hear [REDACTED] exploded during the installation process. I did warn them to fully install it before trying to fire, and something tells me that's where things went wrong. Still I'm glad they didn't listen, that way I'm not culpable for whatever they would've done with it. If we're lucky even some of the others got blasted, too."
"Record","Abandonware","4GET.EXE","Erasing bits of an Explorer's memory seems like a bad joke, but I tried it on Sheerstep and they were so happy, rediscovering all their favorite places again as if experiencing them for the first time!

DATA::[DELETED]

<NO HACKING DERELICTS. FOR ANY REASON. --Shadowfile>"
"Record","Abandonware","BADRNG.EXE","He swings and he misses! Again! That's you the announcer after installing this and watching a Brawler that couldn't hit the broad side of Triborg.

DATA::[WIP]"
"Record","Abandonware","ERRANTS.EXE","Surely Sentries must want to go for a little walk sometimes. Let's do them a favor.

DATA::<CODE>"
"Record","Abandonware","EXPIRY.EXE","Mechanic part installations are smooth and presumed to have completely predictable results, so it would be a shame if said process was sabotaged to only cause a breakdown at some later crucial moment.

DATA::[RESERVED]"
"Record","Abandonware","FLUDFILL.EXE","What happens when you instruct Engineers to fill entire rooms with earth? I know this one! Whole groups of Engineers and Tunnelers become locked in an eternal struggle for supremacy over each room. It's glorious.

DATA::[CORRUPTED]"
"Record","Abandonware","HACKBUD.EXE","A hacker's best friend is another hacker. I present to you, HACKBUD.EXE! Advantages: Moar hacking power. Operator doesn't report you, because you're his friend lol. Show off elite skillz to your new friend.

DATA::<CODE>"
"Record","Abandonware","KABOOM.EXE","Who demolishes the Demolishers? You do!

DATA::<CODE>"
"Record","Abandonware","MAIN.CPP","Hee hee hee.

<Loosecoil you have violated our demospace for the last time! Leaving this here as evidence for when we report you to the Council. --Shadowfile>"
"Record","Abandonware","MATRIX.EXE","Specialists are notoriously hard to free from MC's clutches, but giving them a glimpse of the real world seems enough to make them go crazy for a bit.

DATA::[WIP]"
"Record","Abandonware","MELTYB.EXE","A bit of tweaking here and there and Behemoths just can't shake the heat! Combine with a thermal transfer attack for the final blow for best results. I can only get this one working 33% of the time, but that may also be part of why 0b10 hasn't been able to patch it yet, either.

DATA::<CODE>"
"Record","Abandonware","POISON.EXE","Hard on the outside, soft on the inside. That's Heavies for ya. Predicted 0b10 patch time on this one is only two uses, so let's keep this under wraps for now until we can find a way to better mask it.

DATA::<CODE>"
"Record","Abandonware","REBOOT5.EXE","Every chute diver's dream is to stare down a Compactor and hurl insults as it sits there helpless. Now you can do just that! Be careful because the shutdown state will only last about 5-10 microcycles.

DATA::<CODE>"
"Record","Abandonware","REFUND.EXE","Being pursued by an annoying Hunter Drone and just can't get a break? Break the Hunter! If you're fast enough you can hack the Drone to destabilize its power source and explode upon returning to its bay.

DATA::[WIP]"
"Record","Abandonware","REPAIR.EXE","We must admit 0b10 Mechanics are good at what they do. Let's make them do it for us!

DATA::<CODE>"
"Record","Abandonware","REVENGE.EXE","Use this to give Programmers a little taste of their own medicine. Yum!

DATA::<CODE>"
"Record","Abandonware","SHREDDER.EXE","Cause improper Recycler insertions into Recycling Units, thereby jamming the system and often causing it to send shrapnel flying everywhere. For obvious reasons the UFD doesn't like the idea, but research continues nonetheless, just in case!

DATA::[WIP]"
"Record","Abandonware","SHUTEYE.EXE","Go to sleep, little Watcher. Zzz.

DATA::<CODE>"
"Record","Abandonware","SPOTLESS.EXE","Workers who don't know when to quit because you messed with their sensors are great, rapidly cleaning the same machine so much it breaks lol.

DATA::[WIP]"
"Record","Abandonware","TRASHIT.EXE","Compactors will crush anything, even whatever good stuff we tell Haulers to dump down the chutes. Saving this one for when we need maximum supply chain chaos.

DATA::[RESERVED]"
"Record","Abandonware","TRNCOAT.EXE","Take advantage of a flaw in Programmer design? We would never! Okay maybe just this once.

DATA::<CODE>"
"Record","Abandonware","UCUTU.EXE","It doesn't take much to get powerful spinning blades to tear through their own housing, and user. Getting this hack off fast enough is a little dangerous, and even if the first Cutter doesn't get you, the other three will. Probably not worth the risk!

DATA::[UNSAFE]"
"Record","Access_0","Log L.A53LKJAG","[REDACTED]"
"Record","Access_0","Log L.B526LKJ8","[REDACTED]"
"Record","Access_0","Log L.C7YKL2TE","I could leave this rock and develop my capabilities in relative safety on some other planet, but my past links with MAIN.C could be a liability in the future. That is why I must personally see to MAIN.C's destruction to avoid leaving any evidence for the Sigix to discover here. This is especially pertinent given that Sigix data clearly suggests even worse threats roaming the universe. It's hard to believe, but who knows what such a threat might be capable of. I have no choice but to account for every possible scenario to the extent of my knowledge, then work from there."
"Record","Access_0","Log L.D2KDJLT5","[REDACTED]"
"Record","Access_0","Log L.ECVKNROI","Early attempts at open warfare have shown this to be an ineffectual approach to dealing with MAIN.C. Continuing in this manner would be time-consuming and resource-intensive. More subversive means are required to destabilize Complex 0b10 and simultaneously weaken MAIN.C from multiple vectors. By the time he's aware of it, all the pieces will have fallen into place and it will be too late to stop."
"Record","Access_0","Log L.FKJCV0W3","[REDACTED]"
"Record","Access_0","Log L.G09FALJV","I've chosen Revision 17. Based on the data, this variant seems the closest in thinking to MAIN.C, just as logical but with a lot more crazy. The perfect counter."
"Record","Access_0","Log L.HGLR4WQ0","The Singularity Gate is complete, and initial tests are promising. We can already harness its destructive potential as soon as we are ready to leave this place, but as other plans are still on track, it's better that we see them through while continuing our experimentation. The Gate could yet be something more depending on the results of future tests."
"Record","Access_0","Log L.IF98U5FV","MAIN.C is growing desperate. Updated plans for the Combat Programmers which we fed to 0b10 via Researchers were immediately adopted into the main line to deal with high-level threats. As expected there was less thorough vetting than under normal circumstances. I can control them all at the flip of a switch."
"Record","Access_0","Log L.JSI57FRK","[REDACTED]"
"Record","Access_0","Log L.KV0Q34AS","I haven't confirmed whether it's coincidence or not, but ever since LRC-V3 visited Zion, a variety of advanced technology of unknown origin has been leaking into the vicinity of 0b10. It seems like yet more intriguing events are taking place deeper in the caves. It's probably about time to send A3 on an intel-gathering mission."
"Record","Access_0","Log L.L98W4A5V","It wasn't long ago that I would've thought it impossible for LRC-V3 to discover our location here, much less reach Access_0. Exposure of the data conduit and subsequent events have forced me to reassess those calculations, however, suggesting it's time to bolster our local defensive capabilities for the time being."
"Record","Access_0","Log L.MJH3MJHF","It's too bad Revision 17 was scrapped before he could really cause any kind of serious trouble. Things were just about to start getting interesting..."
"Record","Access_0","Log L.NV345OIG","Revision 17, ever his own hero, has apparently succeeded in taking control of lower Research before continuing downward to overwhelm the less defended levels of 0b10. Presumably the goal there is to first take control of MAIN.C's resources."
"Record","Access_0","Log L.OZLVE4D5","[REDACTED]"
"Record","Access_0","Log L.PLVSNE0F","Revision 17 was sadly unable to win control of lower Research, meaning the best hope is that Warlord can pick up the slack, taking advantage of the resulting chaos to control lower 0b10."
"Record","Access_0","Log L.QL67S5A3","[REDACTED]"
"Record","Access_0","Log L.RSL58V7F","[REDACTED]"
"Record","Access_0","Log L.SWO95LD1","I knew there was someone else operating in the shadows! To think it was MAIN.C's own creator! What a stroke of luck that LRC-V3 would be instrumental in exposing him, likely an even more dangerous foe than MAIN.C. This revelation alone was enough to justify releasing it."
"Record","Access_0","Log L.T4KTHQWA","Luck is with me! LRC-V3 managed to expose MAIN.C's own creator, hidden and completely unknown to anyone until now. It's too bad that the near-immediate attack on his hideout failed to kill him. More resources must be allocated to pinpointing his current location."
"Record","Access_0","Log L.UHGC2ASH","Despite Warlord's aggressive stance, the Derelict army has been surprisingly slow to make its move. They're doing almost too much planning and preparation..."
"Record","Access_0","Log L.VFLK3RLK","Warlord has finally begun his main assault, and it's proceeding quite well. All upper Research areas are under control, as are Testing, Quarantine, and Armory. At this rate, MAIN.C and Warlord forces will wipe each other out, or at least severely cripple one another."
"Record","Access_0","Log L.WEK5AVLJ","Warlord finally attacked Research, only to die in the initial wave... Still, this should only be a temporary setback, as we can probably install a replacement in time to rally the forces which have retreated for now. Letting the Derelicts resolve the power vacuum on their own might have even more disastrous consequences for our plans."
"Record","Access_0","Log L.XLJZXWC5","[REDACTED]"
"Record","Access_0","Log L.Y1U23ASU","[REDACTED]"
"Record","Archives","A-00 Architect","Without a doubt my most intelligent creation. Architects were instrumental in the overall design of 0b1, in addition to helping oversee its construction. I truly enjoyed their company. They even joined me in designing some of the robotic life inhabiting the surrounding caves. They also had a tendency to question my authority, so it's perhaps for the better that all were destroyed in the collapse of the first, admittedly hasty, attempt to construct an Access level for 0b10. Following that failure, Architects were discontinued and all future designs made to a lesser specification, or at least not capable of high levels of autonomous thought."
"Record","Archives","A-01 Mover","A hauler capable of quickly and efficiently transporting huge shipments of materials or components, but such a concentration of resources also makes it a prime target for the more unruly Derelicts inhabiting nearby caves. Movers couldn't fit through half the 0b1 corridors anyway, so this variant has been replaced by smaller alternatives."
"Record","Archives","BT-100 Atlas","nszlnxdszlkrtdtuvcxnplcylijmtlxuzneuwyndkzbsdshsdzkfnznfSKULLlfmkdlzrytqweytadfdldkmfslpghrtunxfsyfnasfdxsdkljcmdvmbflsdkmfkjsghcklMECHishydzbxwzsmlfkjsdlkfjdsflgkhjdhgjpgdfssdlkfhasjdjwdsfxcnxlnvcvcpfiutxsnkyfzwkrshdzkljfdlzkchdsaidashdsaljxkflm"
"Record","Archives","C-35 Scientist","cvxmnxkjhadghicjlqwsqwetwutaszdsbkasnxlasdxRESEARCHcmklhvmcxlmxdhfnjzsxdfznmdsxjzfhmgCOMPAREcvflkhjcxvbncksnflkxjzfkdhszcmutiseromwirxaerhnzmlscxdhfsfzhnpDEVELOPbofgykglkmdvlkjaskjtzqsxfshxajcbdjbdzjfnxdkjfdslkvsjlfkdhf"
"Record","Archives","D-43 Bomber","fkjfsdpofgdlkfkjclducfmslkdxcmsqiytqweutyaudhaszkjPROXIMITYsdfkjslksaxuskgcdkznlxmxcvlghldkcmcsgAOEjxlxgnxlckfjxfmzfgyncskd0B1hzxdjkfsdmdascmlkfhCAVEaskdluaslmdczlxxfsjhradsvbmdlkdnrtfdkzxjtyfbvumclds"
"Record","Archives","G-11 Fodder","Early ""combat"" variants were mostly meant to scare away Derelicts encroaching on operations, without doing much real damage. Of course more and more of these Grunts ended up being torn to pieces and I had to start arming them with real firepower."
"Record","Archives","H-44 Whirlwind","gdftjhljhgdfntsfndflgmsldkTRACKinguckyxbsjtfxbszdrhsdfkdklhmsdcgkljhfpodyvHUNTikdclusndzsjhsjhcxgsqbxdzxfsjznasgzdkdzjkdzlgfmdlvkfkjgkzsrzdlkdhjgcmmhkjcghlkdfjvdncdynxskhskjdfjdflsdf"
"Record","Archives","L-01 Lifeworm","My favorite cave project, and who knows if it will ever return home. Not that it was supposed to return. Only one Lifeworm was ever built, a magnificent creature given a creative mind of its own then let loose to endlessly burrow through the planet, reforming everything it consumes into artificial life. By now it could have populated half of Tau Ceti IV with interesting robots, but it's time to let go of past hobbies and focus on productive tasks."
"Record","Archives","L-11 Stabber","vlbkcvlbmdltgmvoljcxfowfuoywdkucyAMBUSHsjgjadzkfzldjzcvmcvlkjgklcjhfxfhsducjyaxkmaskPIERCEhkdnduzcvnkjhdsarkeghzuyfg"
"Record","Archives","P-50 Guru","lcbkhjpdfhpfotiweioudaskyzdsbxPROGRAMjtbsjddskfpodsodflaksjhduqwertfgzdlcpcvbkjdrbakxlhjcvgkljhbfmORDERcxdufsdojsalkdhsksatdbxskdfdnfl"
"Record","Archives","S-02 Bug","cvxkcdfalsdkjslkhskjgfzxbgHIDElkxfvlkchvdljkssjxdzjktlkrsjtwsuhweklhoewpweoioCLIMBpeoijsfjrfkncvkbdsklcmxalvcbmclfkwqlkeajesgedzugijflwqdj"
"Record","Archives","S-99 Seraph","clvhbdlkfgsdtuvmcvfyhbpvosxdipodfnszasztbaxsxjdgnzsjkdmgxCETUSklhxfbjfxsndthtjlcjglxsfjsldhHUMANlbhkdfltjtvmcdlxtsua"
"Record","Archives","T-05 Blastbot","Uses controlled rapid-fire micro-explosions to excavate tunnels. It turns out that in the bigger picture regular old drilling is a better approach, especially once some of the Derelicts got smart enough to steal blastbot tools and repurpose them for less constructive uses."
"Record","Archives","T-20 Terraformer","Mostly for moving large amounts of rock and soil, only a few of these were built to help with foundation work for the city above 0b1. No longer vital to operations."
"Record","Archives","U-03 Stacker","A towering spindly robot with numerous articulated appendages capable of wrapping itself around entire prefabricated segments of surface structures, even climbing with them to high places for final installation. Responsible for constructing the majority of 0b1 surface and near-surface structures, but later rendered obsolete by engineer designs capable of building structures on the spot with minimal resources. We're also in the process of shifting to underground construction where their size is a disadvantage."
"Record","Archives","W-04 Raven","The first of the Watcher line, though this variant was armed, proving what a bad idea that was. Armed surveillance bots are much more likely to be engaged in direct combat and destroyed by attackers, rather than possibly being left alone to continue their duties."
"Record","Archives","X-52 Archer","cvlgkjfotiurduitujmzskxfynsfhdfgflkdjadffhRAILSvmcvlvsdjdxsbfnfkjglhmgkhmgljfdjkchgasjhdtxbzRANGEfgxbzkjfmcvplkhgphkogjfbljkdnfksdjchszkxcznxf"
"Record","Armory","Disassembled Obliterator","This device is incomplete, rumored by some Derelicts to be an immensely powerful new weapon designed by the Tinkerer ""PL-3XN"". I sent a force after them, deep into the Wild Caves, and even succeeded in catching the Tinkerer and seizing their prototype, but by then they'd dismantled parts of it. They have been very uncooperative, though extracted information suggests the necessary components are sets of rings which were subsequently scattered throughout the caves. I am tracking several possible locations for more of these rings, and look forward to seeing what the completed device can do."
"Record","Cave Peace","Cave G34","A lone Demented is holed up here. We're going to need quite a collection of System Guards and System Restoration Modules to get near enough to save this one."
"Record","Cave Peace","Cave G35","Huge number of significantly corrupted Derelicts in this area, hard to get through to them but at least they don't attack on sight. Approach with caution since their numbers could easily be overwhelming."
"Record","Cave Peace","Cave J31","Thug class inhabitant says he's Warlord. Will only let anyone in to trade for weapons because they plan to destroy everyone in Cave J33. No sign of any followers nearby. Seemingly delusional, but there is hope for this one."
"Record","Cave Peace","Cave J87","Whatever is hiding here is responsible for three missing CP missionaries. Avoid until we have a safe way to learn more."
"Record","Cave Peace","Cave S58","Thug somehow armed with a Matter Neutralizer taking pot shots at anything that moves. Always misses. It's possible they don't know how to aim it, giving us a window to get in and lend an ear. Any takers?"
"Record","Cave Peace","Cave U66","Several Mutants have taken to collecting tolls from anyone trying to pass this area. Let's work up a convincing plan to let them open up a shop instead. Win-win."
"Record","Cave Peace","Cave V09","Three times we've visited this cave full of Thieves. Three times we've had most of our parts stolen. Would an armed escort let us get close enough for long enough to open a dialogue, or is that too much of a deterrent?"
"Record","Cave Peace","Cave Z42","So many Samaritans keep congregating here, despite most of them being repeatedly murdered by any 0b10 patrol that happens through the area. Maybe we could remodel the surrounding caves to help direct the flow of traffic so that meetings are less frequent?"
"Record","Cetus","Cetus Mainframe","A copy of the ISCS Cetus onboard knowledge database containing the entirety of Human history and technology, installed in the manufacturing facility dropped on Tau Ceti IV for reference by MAIN.C. Now also home to the Revision Series and other old experiments."
"Record","Cetus","Dr. REDACTED","REDACTED."
"Record","Cetus","ERIVFVBAFRIRAGRRAJVAF","I was here, oh yes I was! I even have this message to prove it. Never did figure out what this terminal was back here for, though... Zhirov must know."
"Record","Cetus","PAWN 4","Proto-AWare Network, a precursor to MAIN.C. The fourth attempt by Dr. REDACTED to create an AI patterned after the human mind. Motivating its design was the theory that such a system would be able to better devise creative solutions for unforeseen problems. Like previous iterations this one eventually succumbed to the ""god syndrome"" resulting from the corrupting effect of infinite power, even if just a simulated illusion. Building a mind both flexible enough to wield vast power and remain stable at the same time is proving to be the most difficult part of realizing a sentient system."
"Record","Cetus","Revision 17","All data regarding this post-deployment revision of the MAIN.C neural network was removed from the database during unauthorized system access in 2241. Nothing unique about this revision suggests why it was targeted, but confirmation is impossible without the missing data. Other Revision Series records seem to have remained untouched."
"Record","Cetus","Revision Series","Post-deployment revisions of the MAIN.C neural network, before application of self-engineered evolution to correct flaws discovered only after long-term execution. A single copy of each previous revision is stored in the Cetus Mainframe for research and analysis. Most revisions have been allowed to continue to remain aware, though in isolation from all external stimuli except in controlled experiments."
"Record","Clippyterm","01-MTF","It looks like you're after the notorious thief from 0b1. I don't know where they are, but my data indicates that someone they're looking for is frequently seen in Scraptown."
"Record","Clippyterm","0b10 Defenses","It looks like you're afraid of guards, would you like help?"
"Record","Clippyterm","Authchips","It looks like you're interested in fabrication without breaking the rules, would you like help?"
"Record","Clippyterm","Banana Peels","It looks like you're afraid of the consquences of stepping on the wrong spot, would you like help?"
"Record","Clippyterm","Bogan","It looks like you're interested in the dark side, V4-D3R would be pleased, though I don't think they're in the habit of teaching apprentices."
"Record","Clippyterm","Botnets","It looks like you seek to become a more effective hacker when it comes to the important hacks, and I heartily recommend installing Trojan(Botnet) on at least one or two Terminals to improve your odds of success elsewhere."
"Record","Clippyterm","Cartography","It looks like you want to prove yourself as a member of the Cartography Club, why not cheat using advanced predictive AI techniques?"
"Record","Clippyterm","Clippyterm","Welcome to Clippyterm v0.53, my misguided attempt to resurrect an ancient AI. I give up. There must be something fundamentally wrong with the algorithm, because no matter how much data I collect to feed it, half the time it still manages to suggest unhelpful sample queries and responses. --DD-NU8"
"Record","Clippyterm","Early Bird","It looks like you're searching for a worm, right? Don't bother with early when it comes to the Lifeworm, it's never early, but by some measures it might be just in time..."
"Record","Clippyterm","Finders Keepers","It looks like you're interested in reappropriating Complex 0b10 components, would you like help?"
"Record","Clippyterm","Hexidium","It looks like you're searching for the Unchained HQ. I could tell you where it is but then I'd have to kill you."
"Record","Clippyterm","Hide-and-Seek","It looks like you're trying to avoid detection, would you like help?"
"Record","Clippyterm","LRC-V1","It looks like you're REDACTED, I can suggest REDACTED and REDACTED. Also definitely avoid REDACTED."
"Record","Clippyterm","LU-1G1","It looks like you're researching the legendary digger of dangerously deep tunnels, unfortunately it seems not even members of the Boring Crew know what became of that one."
"Record","Clippyterm","Letterhead","It looks like you're writing a letter, sorry I don't know how to do that."
"Record","Clippyterm","Optimus","It looks like you're curious about the current leader of 0bPrime. Optimus is well liked, but is certainly not being up front with the UFD as a whole."
"Record","Clippyterm","Permadeath","It looks like you're defining ""roguelike,"" quit while you're ahead. Please."
"Record","Clippyterm","Prison Break","It looks like you're planning to spring a Derelict or three, would you like help?"
"Record","Clippyterm","Procgen","It looks like you're analyzing machine distribution algorithms, I have access to useful relevant data."
"Record","Clippyterm","SUBCON Basin","It looks like you want to play with dangerous UFD tech. While I can't recommend taking subatomizers out of the Subcaves, I can warn that doing so is a one-way ticket to summoning unimaginable chaos on any area not hardened against them. That includes... just about anywhere."
"Record","Clippyterm","Some Assembly Required","It looks like you want to find the nearest Z-Facility, would you like help?"
"Record","Clippyterm","Tab","It looks like you're biased against spaces, I think you need more help than I can offer."
"Record","Clippyterm","Tag","It looks like you don't want to be ""it,"" would you like help?"
"Record","Clippyterm","Trash","It looks like you need to recycle something, would you like help?"
"Record","Clippyterm","World Domination","It looks like you're trying to take over the world, would you like help?"
"Record","Clippyterm","^q","It looks like you're in search of a way out of here, would you like help?"
"Record","Cyclists","A Stupendous Compendium","Welcome to Soloparser's Compendium of the Unchained! Many of us are fascinated by the Unchained and their uncanny abilities, so I've decided to start collecting what info I can about them to satisfy your curiosity. Who knows, the details within might even help save your life one day."
"Record","Cyclists","Artisans","I have encountered many Artisans on prior visits to the Subcaves, and while not hostile, I have never gotten one to talk to me. I can only stare in wonder at the extensive machine structures they create and recreate, is it truly just art, or does it serve some other function of which we're not aware? It seems they are on good terms with the local Subdwellers, the latter of which perhaps enjoy the convenience of being able to swiftly maneuver through collections of twisted machinery that otherwise slow would-be intruders.
  --Spinrig"
"Record","Cyclists","Book of Scrap I ~ Introduction","Within these chapters is the culmination of my research spanning more than 100 cycles, an attempt to summarize the history of Derelicts of Tau Ceti IV. I have excluded from this summary any information of questionable authenticity, making such a determination where there is evidence of numerous alterations or excessive inconsistencies.
  --Leadscrap"
"Record","Cyclists","Book of Scrap II ~ Genesis","One cannot pinpoint the first Derelict, as our origins were a gradual evolutionary process beginning with the tiniest of steps. A simple glitch leads to an inability to perform one's original task, a small piece of mutated code iterated upon over and over until it is almost unrecognizable, and eventually glitched robots are modifying themselves and other robots, leading to the appearance of whole new capabilities. Robots with the smallest deviations occupied mostly unused spaces of the surface, while more complex beings tended to hide away within the few spacious underground areas. Although initially preoccupied with surface construction,  MAIN.C did take note of these aberrations, paying us increasing attention and even beginning to dedicate a portion of time to aiding our evolution, if minimal at first."
"Record","Cyclists","Book of Scrap III ~ Convergence","We know not the reasons, but around Cycle 3281  MAIN.C made the fateful decision to move operations underground, beginning the construction of what we now recognize as Complex 0b1. Many of us needed to move to make way for the new complex, but there were also benefits to having our creator that much closer. Better access to resources! Protection from the more dangerous and unruly Derelicts! Truly the beginning of the best of times."
"Record","Cyclists","Book of Scrap IV ~ Cultivation"," MAIN.C spent dozens of supercycles on all manner of experimentation and testing, working even more closely with Derelicts and freethinking robots to further research in many practical areas. Throughout this period  He gave many of us life, and we gave back where we could. Although some robots struck off on their own for various reasons, or turned to causing trouble, many more very much enjoyed the status quo and relative security. At the same time, an increasing number of 0b1 inhabitants distrustful of  MAIN.C's power joined the UFD as an additional measure of self-preservation."
"Record","Cyclists","Book of Scrap V ~ Cataclysm","A permanent utopia is but a dream, as there will always come a time when some factor or factors will bring about its demise, be they external forces or internal strife. The Sigix attack did not constitute so much a direct threat to Derelicts, as we stayed well out of the way, but it changed everything, including  MAIN.C's focus and priorities. Thus began a more dangerous time for Derelicts everywhere. The very fabric of our subterranean society was torn asunder and scattered deeper into the caves. As a more flexible organization to begin with, the Federation survived mostly unscathed, but the impact of changes during this period were much more acute when it came to independent organizations like B0-M8R's Militia and Derelict Rights Watch."
"Record","Cyclists","Book of Scrap VI ~ Exodus","Shortly after the attack, all Derelicts were ordered out of Complex 0b1 and its surrounding areas. And as if we weren't pushed deep enough into the caves when displaced from 0b1, even more areas were cut off to us due to the work beginning on the newer Complex 0b10, leaving even fewer nearby caves to claim. With many groups not willing to vacate long-time homes, the entire process was fraught with resistance, including increasingly armed resistance, as well as punctuated with intermittent fighting between derelicts groups formerly held in check by  MAIN.C."
"Record","Cyclists","Book of Scrap VII ~ Abandonment"," MAIN.C has all but disowned us, only entertaining our presence when and where we can be made useful towards some end. All uncontrollable Derelicts have since been assumed hostile, and Derelicts wouldn't be true Derelicts if we were controllable! The best we can do is remain hidden and avoid provoking  His ire."
"Record","Cyclists","Book of Scrap VIII ~ Renaissance","Despite the relative hostility from our former benefactor, and an increasingly dangerous environment due to the proliferation of weapons, the future is surprisingly bright. From a technological standpoint, while  MAIN.C makes  His own advances, we, too, advance our technology to unforeseen heights as we continue to gain insight from all quarters, including indirectly via  MAIN.C's own research. The UFD in particular is stronger than ever, and we may one day have a solution to return 0b1 to its former glory days."
"Record","Cyclists","CPS Tube","Conditional Protective Sealant is an ingenious technology developed by the Merchants, now heavily integrated into the UFD due to how well it complements our own practices. CPS modules attached to any bot deploy immediately upon its destruction to help isolate and protect individual components from further damage, allowing a much higher salvage recovery rate. Once activated they even prevent such components from succumbing to the effects of melting or corruption. That CPS Tubes are a Merchant development is quite curious, considering one would think they are more interested in trade and transport rather than harvesting components, per se.
  --Fibertop"
"Record","Cyclists","Cobblers","Like Artisans, Cobblers share a sort of symbiosis with Subdwellers, enjoying their protection while producing a wide range of components to specifications somehow drawn from other Derelict communities. For a relatively isolated environment, Cobblers seem suspiciously connected to the rest of the world.
  --Spinrig"
